3.8317 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
333.2665 	EXP 	Created insect5_ex = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='insect5_t.png', interpolate=True, mask=None, maskParams=None, name='insect5_ex', opacity=1.0, ori=0.0, pos=array([-0.45, -0.65]), size=array([0.3, 0.4]), texRes=128, units='norm', win=Window(...))
333.2783 	EXP 	Created text_9 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_9', opacity=1.0, ori=0, pos=array([0.  , 0.75]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
333.2958 	EXP 	Created train_instr1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='train_instr1', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
333.3339 	EXP 	Created train_instr2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='train_instr2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
333.4004 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.4, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='norm', win=Window(...), wrapWidth=1)
333.5077 	EXP 	Created background = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='train_background.png', interpolate=True, mask=None, maskParams=None, name='background', opacity=0.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=128, units='norm', win=Window(...))
333.5091 	EXP 	Created person_img = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='person_img', opacity=1.0, ori=0.0, pos=array([ 0.45, -0.  ]), size=array([0.4, 1.7]), texRes=128, units='norm', win=Window(...))
333.5102 	EXP 	Created food = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='food', opacity=1.0, ori=0.0, pos=array([-0.45, -0.  ]), size=array([0.3, 0.4]), texRes=128, units='norm', win=Window(...))
333.5267 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='text_6', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
333.5578 	EXP 	Created exp_instr1b = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='exp_instr1b', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
333.5830 	EXP 	Created exp_instr2b = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='exp_instr2b', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
333.6163 	EXP 	Created exp_instr3b = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='exp_instr3b', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
333.6450 	EXP 	Created exp_middle = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='exp_middle', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
333.6465 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.4, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='norm', win=Window(...), wrapWidth=1)
333.6477 	EXP 	Created Background = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Background', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=128, units='norm', win=Window(...))
333.6488 	EXP 	Created Person = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Person', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), size=array([0.2 , 1.05]), texRes=128, units='norm', win=Window(...))
333.6499 	EXP 	Created TablelL = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='TablelL', opacity=1.0, ori=0.0, pos=array([-0.6 , -0.17]), size=array([0.2 , 0.25]), texRes=128, units='norm', win=Window(...))
333.6510 	EXP 	Created TableR = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='TableR', opacity=1.0, ori=0.0, pos=array([ 0.6 , -0.17]), size=array([0.2 , 0.25]), texRes=128, units='norm', win=Window(...))
333.6664 	EXP 	Created end_instruct = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='end_instruct', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
333.6806 	EXP 	instr1: autoDraw = True
345.8068 	DATA 	Keypress: space
345.8293 	EXP 	Imported vig_targ_order.xlsx as conditions, 3 conditions, 3 params
345.8296 	EXP 	Created sequence: random, trialTypes=3, nReps=1, seed=None
345.8298 	EXP 	New trial (rep=0, index=0): OrderedDict([('facing_vig', 'C'), ('person_vig', 'G'), ('text_vig', 'cannot eat dairy products because she is lactose intolerant. She enjoys eating wheat products. She thinks eating insects, like crickets, is disgusting.')])
346.0236 	EXP 	instr1: autoDraw = False
346.0236 	EXP 	vig_text_corr: text = 'Chris cannot eat dairy products because she is lactose intolerant. She enjoys eating wheat products. She thinks eating insects, like crickets, is disgusting.'
346.0236 	EXP 	train_targ: image = 'blue_center_nf.png'
346.0236 	EXP 	vig_text_corr: autoDraw = True
346.0236 	EXP 	vig_back: autoDraw = True
346.0236 	EXP 	train_targ: autoDraw = True
372.6606 	DATA 	Keypress: space
372.6609 	EXP 	New trial (rep=0, index=1): OrderedDict([('facing_vig', 'C'), ('person_vig', 'U'), ('text_vig', 'did not report her food preferences, so her food preferences are unknown.')])
372.7107 	EXP 	vig_text_corr: autoDraw = False
372.7107 	EXP 	vig_back: autoDraw = False
372.7107 	EXP 	train_targ: autoDraw = False
372.7107 	EXP 	vig_text_corr: text = 'Alex did not report her food preferences, so her food preferences are unknown.'
372.7107 	EXP 	train_targ: image = 'red_center.png'
372.7107 	EXP 	vig_text_corr: autoDraw = True
372.7107 	EXP 	vig_back: autoDraw = True
372.7107 	EXP 	train_targ: autoDraw = True
380.6000 	DATA 	Keypress: space
380.6003 	EXP 	New trial (rep=0, index=2): OrderedDict([('facing_vig', 'C'), ('person_vig', 'D'), ('text_vig', 'is allergic to gluten, meaning she can’t eat wheat products. She enjoys eating dairy products. She thinks eating insects, like crickets, is disgusting.')])
380.6668 	EXP 	vig_text_corr: autoDraw = False
380.6668 	EXP 	vig_back: autoDraw = False
380.6668 	EXP 	train_targ: autoDraw = False
380.6668 	EXP 	vig_text_corr: text = 'Jordan is allergic to gluten, meaning she can’t eat wheat products. She enjoys eating dairy products. She thinks eating insects, like crickets, is disgusting.'
380.6668 	EXP 	train_targ: image = 'green_center_nf.png'
380.6668 	EXP 	vig_text_corr: autoDraw = True
380.6668 	EXP 	vig_back: autoDraw = True
380.6668 	EXP 	train_targ: autoDraw = True
393.5432 	DATA 	Keypress: space
393.5598 	EXP 	vig_text_corr: autoDraw = False
393.5598 	EXP 	vig_back: autoDraw = False
393.5598 	EXP 	train_targ: autoDraw = False
393.5598 	EXP 	text_7: autoDraw = True
399.4646 	DATA 	Keypress: space
399.4810 	EXP 	text_7: autoDraw = False
399.4810 	EXP 	dairy1_ex: autoDraw = True
399.4810 	EXP 	dairy2_ex: autoDraw = True
399.4810 	EXP 	dairy3_ex: autoDraw = True
399.4810 	EXP 	dairy4_ex: autoDraw = True
399.4810 	EXP 	dairy5_ex: autoDraw = True
399.4810 	EXP 	text_5: autoDraw = True
409.4722 	DATA 	Keypress: space
409.4887 	EXP 	dairy1_ex: autoDraw = False
409.4887 	EXP 	dairy2_ex: autoDraw = False
409.4887 	EXP 	dairy3_ex: autoDraw = False
409.4887 	EXP 	dairy4_ex: autoDraw = False
409.4887 	EXP 	dairy5_ex: autoDraw = False
409.4887 	EXP 	text_5: autoDraw = False
409.4887 	EXP 	wheat1_ex: autoDraw = True
409.4887 	EXP 	wheat2_ex: autoDraw = True
409.4887 	EXP 	wheat3_ex: autoDraw = True
409.4887 	EXP 	wheat4_ex: autoDraw = True
409.4887 	EXP 	wheat5_ex: autoDraw = True
409.4887 	EXP 	text_8: autoDraw = True
413.5586 	DATA 	Keypress: space
413.5918 	EXP 	wheat1_ex: autoDraw = False
413.5918 	EXP 	wheat2_ex: autoDraw = False
413.5918 	EXP 	wheat3_ex: autoDraw = False
413.5918 	EXP 	wheat4_ex: autoDraw = False
413.5918 	EXP 	wheat5_ex: autoDraw = False
413.5918 	EXP 	text_8: autoDraw = False
413.5918 	EXP 	insect1_ex: autoDraw = True
413.5918 	EXP 	insect2_exp: autoDraw = True
413.5918 	EXP 	insect3_ex: autoDraw = True
413.5918 	EXP 	insect4_ex: autoDraw = True
413.5918 	EXP 	insect5_ex: autoDraw = True
413.5918 	EXP 	text_9: autoDraw = True
418.0955 	DATA 	Keypress: space
418.1318 	EXP 	insect1_ex: autoDraw = False
418.1318 	EXP 	insect2_exp: autoDraw = False
418.1318 	EXP 	insect3_ex: autoDraw = False
418.1318 	EXP 	insect4_ex: autoDraw = False
418.1318 	EXP 	insect5_ex: autoDraw = False
418.1318 	EXP 	text_9: autoDraw = False
418.1318 	EXP 	train_instr1: autoDraw = True
423.0858 	DATA 	Keypress: space
423.1024 	EXP 	train_instr1: autoDraw = False
423.1024 	EXP 	train_instr2: autoDraw = True
435.5954 	DATA 	Keypress: space
435.6012 	EXP 	Imported training trials.xlsx as conditions, 20 conditions, 4 params
435.6019 	EXP 	Created sequence: random, trialTypes=20, nReps=50, seed=None
435.6023 	EXP 	New trial (rep=0, index=0): OrderedDict([('facing_train', 'C'), ('person_train', 'U'), ('food_train', 'd'), ('correct_key_train', 'n')])
435.6286 	EXP 	train_instr2: autoDraw = False
436.1290 	EXP 	text_4: autoDraw = True
436.6096 	EXP 	text_4: autoDraw = False
436.6096 	EXP 	text_4: autoDraw = False
436.6096 	EXP 	person_img: image = 'red_center.png'
436.6096 	EXP 	food: image = 'dairy2_t.png'
436.9932 	EXP 	background: autoDraw = True
436.9932 	EXP 	person_img: autoDraw = True
436.9932 	EXP 	food: autoDraw = True
441.4469 	DATA 	Keypress: n
441.4799 	EXP 	background: autoDraw = False
441.4799 	EXP 	person_img: autoDraw = False
441.4799 	EXP 	food: autoDraw = False
441.4799 	EXP 	text_6: text = 'Correct'
441.4799 	EXP 	text_6: autoDraw = True
443.4652 	EXP 	New trial (rep=0, index=1): OrderedDict([('facing_train', 'C'), ('person_train', 'D'), ('food_train', 'g'), ('correct_key_train', 'b')])
443.4814 	EXP 	text_6: autoDraw = False
443.4814 	EXP 	text_6: autoDraw = False
443.9985 	EXP 	text_4: autoDraw = True
444.4988 	EXP 	text_4: autoDraw = False
444.4988 	EXP 	text_4: autoDraw = False
444.4988 	EXP 	person_img: image = 'green_center_nf.png'
444.4988 	EXP 	food: image = 'wheat5_t.png'
444.7492 	EXP 	background: autoDraw = True
444.7492 	EXP 	person_img: autoDraw = True
444.7492 	EXP 	food: autoDraw = True
448.6188 	DATA 	Keypress: b
448.6354 	EXP 	background: autoDraw = False
448.6354 	EXP 	person_img: autoDraw = False
448.6354 	EXP 	food: autoDraw = False
448.6354 	EXP 	text_6: text = 'Correct'
448.6354 	EXP 	text_6: autoDraw = True
450.6206 	EXP 	New trial (rep=0, index=2): OrderedDict([('facing_train', 'C'), ('person_train', 'D'), ('food_train', 'd'), ('correct_key_train', 'v')])
450.6369 	EXP 	text_6: autoDraw = False
450.6369 	EXP 	text_6: autoDraw = False
451.1540 	EXP 	text_4: autoDraw = True
451.6710 	EXP 	text_4: autoDraw = False
451.6710 	EXP 	text_4: autoDraw = False
451.6710 	EXP 	person_img: image = 'green_center_nf.png'
451.6710 	EXP 	food: image = 'dairy1_t.png'
451.9047 	EXP 	background: autoDraw = True
451.9047 	EXP 	person_img: autoDraw = True
451.9047 	EXP 	food: autoDraw = True
454.0062 	DATA 	Keypress: b
454.0228 	EXP 	background: autoDraw = False
454.0228 	EXP 	person_img: autoDraw = False
454.0228 	EXP 	food: autoDraw = False
454.0228 	EXP 	text_6: text = 'Incorrect'
454.0228 	EXP 	text_6: autoDraw = True
456.0081 	EXP 	New trial (rep=0, index=3): OrderedDict([('facing_train', 'C'), ('person_train', 'U'), ('food_train', 'd'), ('correct_key_train', 'n')])
456.0243 	EXP 	text_6: autoDraw = False
456.0243 	EXP 	text_6: autoDraw = False
456.5414 	EXP 	text_4: autoDraw = True
457.0251 	EXP 	text_4: autoDraw = False
457.0251 	EXP 	text_4: autoDraw = False
457.0251 	EXP 	person_img: image = 'red_center.png'
457.0251 	EXP 	food: image = 'dairy2_t.png'
457.2921 	EXP 	background: autoDraw = True
457.2921 	EXP 	person_img: autoDraw = True
457.2921 	EXP 	food: autoDraw = True
458.5099 	DATA 	Keypress: n
458.5429 	EXP 	background: autoDraw = False
458.5429 	EXP 	person_img: autoDraw = False
458.5429 	EXP 	food: autoDraw = False
458.5429 	EXP 	text_6: text = 'Correct'
458.5429 	EXP 	text_6: autoDraw = True
460.5282 	EXP 	New trial (rep=0, index=4): OrderedDict([('facing_train', 'C'), ('person_train', 'G'), ('food_train', 'g'), ('correct_key_train', 'v')])
460.5445 	EXP 	text_6: autoDraw = False
460.5445 	EXP 	text_6: autoDraw = False
461.0616 	EXP 	text_4: autoDraw = True
461.5650 	EXP 	text_4: autoDraw = False
461.5650 	EXP 	text_4: autoDraw = False
